BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
5,"","laurent2019a","Joly, Laurent","Travailler sur Vichy et la bureaucratie de la Shoah","",,,"","459–465",2019,"Paris","","","Générations historiennes, XIXe-XXIe siècle","","","","Potin, Yann & Sirinelli, Jean-François","CNRS Éditions","","","","","","","","","artdictencyclo","",""
7,"","joly2019c","Joly, Laurent","Un Français en Allemagne : le commissaire Louit, des geôles de la Gestapo au Comité français de rapatriement (Berlin, 1942-1945)","Guerres mondiales et conflits contemporains",274,,"","47–57",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","joly2019a3","Joly, Laurent","Un point sur la persécution des Juifs et la Shoah en France","En Jeu. Revue pluridisciplinaire de la Fondation pour la mémoire de la déportation",13,,"","55–65",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","joly2019b2","Joly, Laurent","Vichy, les nazis et la persécution des Juifs, Paris","Les Études du CRIF",52,,"","55",2019,"","","","","","","","","","","","","","","","","","vulgarisation","",""
1,"","jouhaud2020a","Jouhaud, Christian","Je vous prends sans vert","",,,"","",2020,"","","","","","","","","Presses Universitaires de Paris Nanterre","","","","","","","","","monographie","",""
5,"","jouhaud2019a","Jouhaud, Christian","Écritures de la Fronde. Le collectif et le singulier","",,,"","139–152",2019,"","","","La Fronde des Mémoires (1648-1750)","","","","Tourrette, Éric & Hersant, Marc","Classiques Garnier","","","","","","","","","chap","",""
7,"","jouhaud2019b","Jouhaud, Christian","Literatura da experiência no século XVII","Varia hist., Ago",35,68,"","443–459",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","jouhaud2019a2","Jouhaud, Christian","Pinagot vingt ans après","Critique",LXXV,865-866,"6","534–545,",2019,"","","","","","","","","","","","","","","","","","article","",""
1,"","jouhaud2019a1","Jouhaud, Christian","Une femme a passé","",,,"","",2019,"Paris","","","","","","NRF, Connaissance de l'inconscient","","Gallimard","","","","","","","","","monographie","",""
7,"","pascal2019a","Joyeux, Pascal & Carron, Diane","Aux portes septentrionales de la ville médiévale d’Orléans : un nouveau regard sur la topographie religieuse et funéraire","Archéologie Médiévale",48,,"","153–187",2019,"","","http://journals.openedition.org/archeomed/16405","","","","","","","","","","","","","","","article","",""
7,"","julia2019a2","Julia, Dominique","Princes et élèves : l’éducation des princes d’Orléans sous l’autorité de Madame de Genlis (1782-1792)","Histoire de l’éducation",151,1,"","63–121",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","klapisch-zuber2019a2","Klapisch-Zuber, Christiane","Foreword","",34,,"","9–14",2019,"Florence, Officina Libreria","","","Food, social politics and the order of nature in Renaissance Italy, Harvard","","","Villa I Tatti Series","Grieco, Allen","University Press","","","","","","","","","prefpostface","",""
5,"","klapisch-zuber2019a3","Klapisch-Zuber, Christiane","Le genre mis au plafond","",,,"","",2019,"","","","Les Sociabilités en images. Fêtes et jeux dans le décor domestique (XIIIe-XVIe siècle)","","","","","","","","","","","","","","chap","",""
1,"","klapisch-zuber2019a1","Klapisch-Zuber, Christiane","Se faire un nom","",,,"","",2019,"Paris","","","","","","","","Arkhé","","","","","","","","","monographie","",""
7,"","kriegel2019a2","Kriegel, Maurice","Christine Orobigt, Le Sang en Espagne. Trésor de vie, vecteur de l’être XVe-XVIIIe siècles, Aix-en-Provence, Presses Universitaires de Provence, 2018","Mélanges de la Casa de Velazquez",49,2,"","",2019,"","Compte rendu. En ligne","","","","","","","","","","","","","","","","compterendu","",""
5,"","kriegel2019a1","Kriegel, Maurice","Not Scepticism, but Certainty: A Different Plea for Toleration in Late Medieval Spain","",,,"","19–33",2019,"Cambridge","","","From Doubt to Unbelief. Forms of Scepticism in the Iberian World","","","","García-Arenal, Mercedes & Pastore, Stefania","Legenda","","","","","","","","","chap","",""
1,"","labb-a","Labbé, Morgane","La Nationalité, une histoire de chiffres","",,,"","",,"Paris","","","","","","","","Presses de SciencesPo","","","","","","","","","monographie","",""
5,"","labb2019a","Labbé, Morgane","National indifference, statistics, and the constructivist paradigm: The case of the "Tutejsi" ("the people from here") in interwar Polish censuses","",,,"","161–179",2019,"London","","","National indifference and the History of Nationalism in Modern Europe","","","","Van Ginderachter, Maarten & Fox, Jon","Routledge","","","","","","","","","chap","",""
7,"","labb2018a","Labbé, Morgane","Compte rendu. Gülhan Balsoy, The Politics of Reproduction in Ottoman Society, 1838-1900, Pickering \& Chatto, 2013","Clio. Femmes, Genre, Histoire",,,"","",2018,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","labb2018a2","Labbé, Morgane","Introduction","Revue d’Histoire de la Protection Sociale",11,,"","13–22",2018,"","","","","","","","","","","","","","","","","","article","",""
7,"","labb2018b","Labbé, Morgane","Les débuts de la protection infantile à Lodz. Associations locales et réseaux transnationaux (1900-1919)","Revue d’Histoire de la Protection Sociale",11,,"","47–71",2018,"","","","","","","","","","","","","","","","","","article","",""
10,"","roux2019c2","Le Roux, Thomas","Approaching Waste through Environmental History: An Interview with Thomas Le Roux","",,,"5","",2019,"","in","https://www.europenowjournal.org/2019/05/06/approaching-waste-through-environmental-history-an-interview-with-thomas-le-roux","","","","","","","","","","","","","","","vulgarisation","",""
7,"","roux2019b3","Le Roux, Thomas","En 1770, déjà à Rouen, la première grande pollution industrielle chimique en France...","Le Monde",,,"10","",2019,"","","","","","","","","","","","","","","","","","vulgarisation","",""
5,"","roux2019a1","Le Roux, Thomas","Industrialisation, transformations sociales en France, 1800-1914","",,,"","73–102",2019,"Paris","","","Nations, empires, nationalités de 1789 aux lendemains de la Première Guerre mondiale","","","","Picard, Emmanuel & Cote, Sébastien","Nathan","","","","","","","","","chap","",""
7,"","roux2019c1","Le Roux, Thomas","Recension. Chad Montrie, The Myth of Silent Spring. Rethinking the Origins of American Environmentalism, Oakland, University of California Press, 2018","Le Mouvement Social",,266,"","133–135",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","roux2019a3","Le Roux, Thomas","Recension. Frédéric Graber et Martin Giraudeau (dir.), Les projets. Une histoire politique (XVIe – XXIe siècles), Paris, Presses de Mines, 2018","Le Carnet du Mouvement Social",11,,"","",2019,"","En ligne],","https://lms.hypotheses.org/6719","","","","","","","","","","","","","","","compterendu","",""
7,"","roux2019b1","Le Roux, Thomas","Recension. Gérard Chastagnaret, De fumées et de sang. Pollution minière et massacre de masse, Andalousie-XIXe siècle, Madrid, Casa de Velázquez, 2017","Le Carnet du Mouvement Social",,,"7","",2019,"","","https://lms.hypotheses.org/6187","","","","","","","","","","","","","","","compterendu","",""
7,"","roux2019a","Le Roux, Thomas","Villes et industrie : le divorce est-il souhaitable ?","Libération",,,"11","",2019,"","","","","","","","","","","","","","","","","","vulgarisation","",""
10,"","leroux-a","Leroux, Flavie","Base « Visiteurs de Versailles »","",,,"","",,"","Publiée en octobre 2019 parmi les ressources en ligne du Centre de recherche du château de Versailles","http://www.chateauversailles-recherche-ressources.fr/jlbweb/jlbWeb?html=accueil)","","","","","","","","","","","","","","","autre","",""
13,"","leroux-b","Leroux, Flavie","Rapports d’activités du programme de recherche "Identités curiales et le mythe de Versailles en Europe"","Carnet Hypothèse du Centre de recherche du château de Versailles",,,"","",,"","lien :","https://crcv.hypotheses.org/category/01-recherche/programme-identites-curiales-et-le-mythe-de-versailles)","","","","","","","","","","","","","","","autre","",""
5,"","leroux2019a1","Leroux, Flavie","La fortune familiale d’une favorite sous Louis XIV : Madame de Montespan et la politique matrimoniale des Rochechouart-Mortemart","",,,"","97–112",2019,"Saint-Étienne","","","Maîtresses et favorites dans les coulisses du pouvoir du Moyen Âge à l’Époque moderne","","","","Dor, Juliette; Henneau, Marie-Élisabeth & Marchandisse, Alain","Publications de l’Université de Saint-Étienne","","","","","","","","","chap","",""
7,"","leroux2019a2","Leroux, Flavie","Recension. Boris Bove, Murielle Gaude-Ferragu, Cédric Michon (dir.), Paris, ville de cour. XIIIe-XVIIIe siècle","Francia-Recensio",3,,"","",2019,"","","https://journals.ub.uni-heidelberg.de/index.php/frrec/article/view/66317/59339).","","","","","","","","","","","","","","","compterendu","",""
7,"","leroux2019b2","Leroux, Flavie","Recension. Fabrice Micaleff, Le Bâtard royal. Henri d’Angoulême dans l’ombre des Valois (1551-1586","Revue d’Histoire Moderne et Contemporaine",66,3,"","168–169",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
5,"","lilti2019b","Lilti, Antoine","1778 : Mourir à Hawaï","",,,"","391–395",2019,"Paris","","","L’Exploration du monde","","","","Bertrand, Romain","Seuil","","","","","","","","","chap","",""
5,"","lilti2019a2","Lilti, Antoine","Après l’espace public : Sociabilité, communication, publicité","",,,"","29–45",2019,"","","","Le Futur des Lumières","","","","Delon, Michel","Hermann","","","","","","","","","chap","",""
7,"","lilti2019a4","Lilti, Antoine","Charlie-Hebdo et les Lumières","Le Monde",10,,"2","",2019,"","","","","","","","","","","","","","","","","","vulgarisation","",""
7,"","lilti2019a3","Lilti, Antoine","Le partage des eaux","L’Obs",,,"5","",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
1,"","lilti2019a1","Lilti, Antoine","L’Héritage des Lumières","",,,"","",2019,"Paris","","","","","","Hautes Etudes","","Editions de l’EHESS/Gallimard/Le Seuil","","","","","","","","","monographie","",""
7,"","lilti2019c","Lilti, Antoine","L’ironie de l’histoire","Générations historiennes",,,"","341–348",2019,"","","","","","","","Sirinelli, Jean-François & Potin, Yann","","","","","","","","","","chap","",""
5,"","locher2019a","Locher, Fabien","Les communs et la mer. Une enquête sur les savoirs de gouvernement des ressources marines (1950-1990)","",,,"","151–164",2019,"Paris","","","L'Alternative du commun","","","","Laval, Christian; Sauvêtre, Pierre & Taylan, Ferhat","Hermann","","","","","","","","","chap","",""
7,"","loriga2019a","Loriga, Sabina","In Search of Origins : Making Etruscans into Italics and Italics into Italians","Res : Anthropology and Aesthetics",71-72,,"","241–252",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","loriga2019b","Loriga, Sabina","La pluralité du passé","L’Atelier du Centre de recherches historiques",21,,"","",2019,"Paris","","http://journals.openedition.org/acrh/9706","","","","","Mitsou, Marilisa & Chatziioannou, Maria","","","","","","","","","","article","",""
5,"","luna2019b","Luna, Pablo F.","Las haciendas de La Quebrada y Casablanca en Cañete (Perú) : Del auge productivo a la crisis financiera, siglos XVIII-XIX","",,,"","107–138",2019,"Lima","Avec le soutien du Centre de recherches historiques CRH (CNRS-EHESS UMR 8558)","","Haciendas en el Mundo Andino, Siglos XVI-XX","","","","Luna, Pablo F. & Quiroz Ch, Francisco","Institut français d’études andines (Umifre 17) / Fondation M. J. Bustamante de la Fuente","","","","","","","","","chap","",""
5,"","luna2019c","Luna, Pablo F.","Production and provisioning : the Tumulto of 1692 in Mexico City","",,,"","77–101",2019,"Turnhout","","","Stocks, seasons and sales. Food supplies, storage and markets in Europe and the New World, c. 1600-2000","","","","Ronsijn, Wouter; Mignemi, Niccolo & Herment, Laurent","Brepols","","","","","","","","","chap","",""
5,"","luna2019a2","Luna, Pablo F. & Quiroz Ch, Francisco","Introducción","",,,"","11–49",2019,"Lima","Avec le soutien du Centre de recherches historiques CRH (CNRS-EHESS UMR 8558)","","Haciendas en el Mundo Andino, Siglos XVI-XX","","","","Quiroz Ch, Francisco & Luna, Pablo F.","Institut français d’études andines (Umifre 17) / Fondation M. J. Bustamante de la Fuente","","","","","","","","","chap","",""
1,"","lyon-caen2019a1","Lyon-Caen, Judith","La Griffe du temps","",,,"","",2019,"Paris","","","","","","NRF Essais","","Gallimard","","","","","","","","","monographie","",""
7,"","lyon-caen2019a","Lyon-Caen, Judith","Les historiens face au révisionnisme polonais","La Vie des idées",,,"4","",2019,"","ISSN : 2105-3030.","","","","","","","","","","","","","","","","vulgarisation","",""
7,"","lyon-caen-a","Lyon-Caen, Judith","Portrait d’Alain Corbin en collectionneur","Critique",865-866,6,"","510–522",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","lyon-caen2019a3","Lyon-Caen, Judith","Revenir dans la maison Balzac : Jean Cayrol, 1950","Suite Française. Rivista di cultura e politica",2,,"","13–24",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","judith2019a","Lyon-Caen, Judith & Jouhaud, Christian","De quoi les traces regardées comme des objets sont-elles l’archive ?","",,,"","",2019,"Paris","","https://www.fabula.org/colloques/document6325.php","Les écritures des archives I : Littérature, discipline littéraire et archives","","","","Louis, Annick & Zgola, Clara","publication en ligne sur Fabula","","","","","","","","","chap","",""
5,"","mak2019a","Mak, Ariane","Worktown. Les enquêtes fondatrices du Mass Observation à Bolton (1937-1938","",,,"","400–413",2019,"Paris","","","Enquêtes ouvrières dans l’Europe contemporaine, entre pratiques scientifiques et passions politiques","","","","Hatzfeld, Nicolas; Vigna, Xavier; Geerkens, Eric & Lespinet, Isabelle","La Découverte","","","","","","","","","chap","",""
7,"","malaprade2019a","Malaprade, Sébastien","Compte rendu. Alain Hugon, La grande migration, De l’Espagne à l’Amérique 1492-1700, Paris, Vendémiaire, 2019","En attendant Nadeau",,,"6","",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","malaprade2017a","Malaprade, Sébastien","Compte rendu. Ramón Lanza García (coord.), Las instituciones económicas, las finanzas públicas y el declive de España en la Edad moderna","Revue d’Histoire moderne et contemporaine",,,"","",2017,"Madrid","","","","","","","","UAM ediciones","","","","","","","","","compterendu","",""
7,"","mano2019a","Mano, Davide","Danny Trom, Persévérance du fait juif","Rassegna Mensile di Israel",84,1,"","339–341",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
5,"","mano2019a2","Mano, Davide","Gli ebrei nella nuova comunità leopoldina (1765-1790) : alcuni spunti di riflessione storica","",,,"","73–84",2019,"San Gimignano","","","La libertà religiosa nella Toscana granducale: dalle "Leggi Livornine" al Concordato del 1851. Atti del seminario di studi, San Gimignano, 7 dicembre 2018","","","","Nesti, Arnaldo & Picone, Giuseppe","Cisreco Edizioni","","","","","","","","","chap","",""
7,"","mano2019a1","Mano, Davide","Les juifs de Pitigliano à l’épreuve des réformes éclairées : les conflits intracommunautaires (1744-1796)","Revue historique",2,690,"","335–369",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","mano2019b","Mano, Davide","Les juifs sur la frontière tosco-romaine. Des "terres-refuge" aux ghettos dans une périphérie de l’État moderne (1555-1750)","Revue du XVIIe siècle",1,282,"","103–115",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","mano2018a","Mano, Davide","La Nazione ebrea di Monte San Savino e il suo campaccio","Revue de démographie historique",136,2,"","249–251",2018,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","marraud2019a","Marraud, Mathieu","Corporatisme, métiers et économie d’exclusion à Paris, XVIIe-XVIIIe siècle","Revue historique",2,,"","283–313",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","marraud2019b","Marraud, Mathieu","Vendre aux héritiers : circulation et immobilisation de l’office de payeur des rentes au XVIIIe siècle","Histoire, économie \& société",4,,"","28–44",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","mesnil2019a","Mesnil, Alessandro Stella","Introduction. Contester au Moyen Âge : de la désobéissance à la révolte","",,,"","11–44",2019,"Paris","","","Contester au Moyen Âge","","","","","Éditions de la Sorbonne","","","","","","","","","chap","",""
7,"","mignemi2019a","Mignemi, Niccolò","Compte rendu de l’ouvrage de Jean-Marc Moriceau et Philippe Madeline (dir.), Les petites gens de la terre. Paysans, ouvriers et domestiques (Moyen Âge-XXIe siècle), Caen, Presses universitaires de Caen/MRSH, 2017","Historia Agraria",79,,"","243–246",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
5,"","mitsou2019b","Mitsou, Marilisa","Dai miti letterari alle tradizioni popolari. La mitologia neoellenica di N. G. Politis","",,,"","255–264",2019,"Caltanissetta","","","Da Omero a Elytis. La metafora del mito dall’epos antico alle letterature moderne","","","","Miano, Matteo; Zambalou, Sophie & Zimbone, Anna","Edizioni Lussografica","","","","","","","","","chap","",""
7,"","mitsou2019a2","Mitsou, Marilisa","En guise d’introduction","L’Atelier du Centre de recherches historiques",21,,"","",2019,"","","https://journals.openedition.org/acrh/10076","","","","","Chatziioannou, Maria-Christina & Mitsou, Marilisa","","","","","","","","","","chap","",""
1,"","mathilde2019a","Monge, Mathilde & Muchnik, Natalia","L'Europe des diasporas (XVIe-XVIIIe siècle)","",,,"","",2019,"Paris","","","","","","","","PUF","","","","","","","","","monographie","",""
5,"","monnet-a","Monnet, Pierre","La Bulle d’Or, une "constitution" pour l’Empire ?","",,,"","149–189",,"Paris/Madrid","","","Des chartes aux constitutions. Autour de l’idée constitutionnelle en Europe (XIIe-XVIIe siècle)","","","","Genet, Jean-Philippe & Foronda, François","Publications de la Sorbonne et Casa de Velasquze2019","","","","","","","","","chap","",""
7,"","monnet2019a3","Monnet, Pierre","Charles IV (1316-1378), un européen ?","Francia",46,,"","105–120",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","monnet2019a4","Monnet, Pierre","Peindre à en mourir : Jerg Ratgeb ou le mystère de l’engagement entre Réforme et Renaissance allemandes","",,,"","120–134",2019,"Paris","","","L’Artiste engagé au Moyen Âge et à l’époque moderne","","","","Boucheron, Patrick","Publications de la Sorbonne","","","","","","","","","chap","",""
5,"","monnet2019c","Monnet, Pierre","Stadtluft macht frei","",,,"","128–143",2019,"Darmstadt","","","Europa. Die Gegenwart unserer Geschichte. Band II : Vielfalt und Widersprüche","","","","Monnet, Pierre & Rader, Olaf","Theiss et Wissenschaftliche Buchgesellschaft","","","","","","","","","chap","",""
5,"","monnet2019b2","Monnet, Pierre","Studying the Middle Ages: Historical Food for Thought in the Present Day","",,,"","277–288",2019,"Berlin","","","Making the Medieval Relevant. How Medieval Studies Contribute to Improving our Understanding of the Present","","","","Jones, Chris; Kostick, Conor & Oschema, Klaus","De Gruyter","","","","","","","","","chap","",""
5,"","monnet2019a2","Monnet, Pierre & Rader, Olaf","Einführung. Was wir teilen, was uns trennt","",,,"","9–13",2019,"Darmstadt","","","Europa. Die Gegenwart unserer Geschichte. Band II : Vielfalt und Widersprüche","","","","Monnet, Pierre & Rader, Olaf","Theiss et Wissenschaftliche Buchgesellschaft","","","","","","","","","prefpostface","",""
7,"","morera2019a","Morera, Raphaël","Zones humides, conquêtes et colonisations","Études rurales",203,,"","8–19",2019,"","","https://journals.openedition.org/etudesrurales/15483","","","","","","","","","","","","","","","article","",""
7,"","rapha2018a","Morera, Raphaël & Le Roux, Thomas","Blanchisseuses du propre, blanchisseurs du pur. Les mutations genrées de l’art du linge à l’âge des révolutions textiles et chimiques (1750-1820)","Genre et Histoire",22,,"","",2018,"","","https://journals.openedition.org/genrehistoire/3706","","","","","","","","","","","","","","","article","",""
7,"","john2019a","Morera, Raphaël & Morgan, John","Les dessèchements modernes : des projets coloniaux ?","Études rurales",203,,"","42–61",2019,"","","https://journals.openedition.org/etudesrurales/15656","","","","","","","","","","","","","","","article","",""
5,"","muchnik2019b","Muchnik, Natalia","Conversos vs. Recusants: shaping the markers of difference (1570-1680). A comparison","",,,"","43–70",2019,"Leyde","","","Religious Changes and Cultural Transformations in the Early Modern Western Sephardi Communities","","","","Kaplan, Yosef","Brill","","","","","","","","","chap","",""
5,"","muchnik2019a2","Muchnik, Natalia","Es Villareal tierra de confesos judaiçantes : territorialidad del marranismo en la España de los siglos XVI y XVII","",,,"","173–204",2019,"Mexico","","","Criptojudíos. Siglos XVI-XVIII","","","","Sutton, Silvia Hamui","CDIJUM-Universidad Iberoamericana","","","","","","","","","chap","",""
1,"","muchnik2019a1","Muchnik, Natalia","Les Prisons de la foi","",,,"","",2019,"Paris","","","","","","","","PUF","","","","","","","","","monographie","",""
1,"","naiweld2019a1","Naiweld, Ron","Histoire de Yahvé","",,,"","",2019,"Paris","","","","","","","","Fayard","","","","","","","","","monographie","",""
5,"","naiweld2019a2","Naiweld, Ron","Pour qui travaille l’historien","",,,"","95–115",2019,"Paris","","","Comment s’écrit l’histoire juive","","","","Goldberg, Sylvie-Anne","Albin Michel","","","","","","","","","artdictencyclo","",""
5,"","passini2019a","Passini, Jean","Del interior de la casa toledana siglos xv al xvii : estado y transformación. Corpus de las casas de la Capilla de Reyes Nuevos y posesiones de los racioneros de la Catedral de Toledo","",,,"","69–100",2019,"Granada","","","De puertas para adentro. La casa en los siglos XV y XVI","","","","Jorge, María Elena Díez","Comares","","","","","","","","","chap","",""
5,"","passini2018a","Passini, Jean","Toledo en el siglo XII : del barrio a la casa », al-Murābitūn (los almorávides) : un Imperio islámico occidental","",,,"","404–429",2018,"Granada","","","Memorias 4 Estudios en memoria del Profesor Henri Terrasse, La Herencia amorávide al Norte de la frontera de Al-Andalus","","","","","","","","","","","","","","chap","",""
5,"","emilie-anne2019a","Pépy, Emilie-Anne & Mathis, Charles-François","La nature végétale dans les villes européennes","",,,"1","",2019,"","","https://ehne.fr/article/civilisation-materielle/transition-energetiques-et-environnement-convergences-et-divergences-des-societes-europeennes/la-nature-vegetale-dans-les-villes-europeennes","Encyclopédie pour une histoire nouvelle de l'Europe","","","","","","","","","","","","","","artdictencyclo","",""
7,"","perina019a","Perina, Hugo","L’histoire religieuse aux frontières de l’histoire culturelle : orgue, patrimoine et historiographie","Cahiers du Littoral 2",18,,"","115–121",2019,"","","","","","","","","","","","","","","","","","article","",""
1,"","piron2019a1","Piron, Sylvain","Dialettica del mostro","",,,"","",2019,"Milan","","","","","","","","Adelphi","","","","","","","","","monographie","",""
7,"","piron2019a2","Piron, Sylvain","Louange de l’alouette","Po\&sie",167-168,,"","81–86",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","piron2019a4","Piron, Sylvain","Marguerite Porete","",17,,"","894–896",2019,"","","","Encyclopedia of the Bible and its Reception","","","","","","","","","","","","","","artdictencyclo","",""
5,"","piron2019a3","Piron, Sylvain","Nature et surnaturel","",,,"","837–854",2019,"Mirebeau-sur-Bèze","","","Au seuil de la forêt. Hommage à Philippe Descola","","","","Cometti, Geremia; Le Roux, Pierre; Manicone, Tiziana & Martin, Nastassja","Tautem","","","","","","","","","chap","",""
7,"","piron2019a","Piron, Sylvain","Notre-Dame ou quand la forêt crépite","AOC. Analyse, opinion, commentaire",,,"4","",2019,"","En ligne] mis en ligne le","https://aoc.media/analyse/2019/04/22/dame-foret-crepite/","","","","","","","","","","","","","","","vulgarisation","",""
7,"","ribard2019e","Ribard, Dinah","Des journalistes à la cour","Bulletin du Centre de recherche du château de Versailles",,,"","",2019,"","","http://journals.openedition.org/crcv/17391","","","","","","","","","","","","","","","article","",""
7,"","ribard2019c","Ribard, Dinah","La transmission biographique","L’Atelier du Centre de recherches historiques",21,,"","",2019,"","","http://journals.openedition.org/acrh/10033","","","","","","","","","","","","","","","article","",""
7,"","ribard2019b","Ribard, Dinah","L'acte de témoigner","Antares: Letras e Humanidades",11,23,"","3–23",2019,"","","http://www.ucs.br/etc/revistas/index.php/antares/issue/view/311/showToc","","","","","","","","","","","","","","","article","",""
7,"","ribard2019d","Ribard, Dinah","Le premier poète ouvrier","Pratiques et formes littéraires",16,,"","",2019,"","","https://publications-prairial.fr/pratiques-et-formes-litteraires/index.php?id=96","","","","","","","","","","","","","","","article","",""
7,"","ribard2019a2","Ribard, Dinah","Testemunhar em poesia: o caso de Marc de Larréguy","Letras de Hoje",54,4,"10","546–556",2019,"","Traduction portugaise","http://revistaseletronicas.pucrs.br/ojs/index.php/fale/issue/view/1413","","","","","","","","","","","","","","","article","",""
7,"","ribard2018a","Ribard, Dinah","Ce que fait la littérature. Poésie et histoire des mondes ouvriers","Cahiers d’histoire. Revue d’histoire critique",138,,"","159–173",2018,"","","","","","","","","","","","","","","","","","article","",""
7,"","richard2019a","Richard, Elodie","Généalogie d’un problème public. La consanguinité et la promotion d’une régulation institutionnelle des unions","Annales de démographie historique",137,1,"","123–151",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","roullet-a","Roullet, Antoine","Dieu à l’exclamatif : usages de la parole, de l’écrit et posture dévote dans les oraisons jaculatoires (Espagne, XVIe-XVIIe siècle)","",,,"","171–189",,"Paris","","","Le Langage de la foi dans l’Europe des réformes","","","","Guillabert-Madinier, Tiphaine & Ferrant, Julien","Garnier","","","","","","","","","chap","",""
7,"","roullet2019a","Roullet, Antoine","Compte rendu. Christine Orobitg, Le Sang en Espagne. Trésor de vie, vecteur de l’être. XVe-XVIIIe siècle, Aix, Presses universitaires de Provence, 2018, 422 p","Histoire, médecine et santé",15,,"","",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","roullet2019c","Roullet, Antoine","Compte rendu. Éric Suire, Les Vies de Jésus avant Renan, Genève, Droz, "Cahiers d’Humanisme et de Renaissance", n° 144, sous collection Ad Deum, n°4, 2017, 317 p","Revue d'histoire des religions",,,"","",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","roullet2019b","Roullet, Antoine","Compte rendu. Monica Martinat, 773 Vies, itinéraires de convertis au XVIIe siècle, Lyon, Presses Universitaires de Lyon ("Faits de religion", IV), 2018, 242 p","Revue d'histoire des religions",,,"","",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","roullet2017a","Roullet, Antoine","Compte rendu. Daniel-Odon Hurel et Simon Icard (dir.), La Prière continuelle au XVIIe siècle. Exégèse, liturgie, mystique","Revue d'histoire des religions",,,"","",2017,"Turnhout","","","","","","","","Brepols","","","","","","","","","compterendu","",""
1,"","rebeca2018a","Rubio Rivera, Rebeca; Passini, Jean & Benito, Ricardo Izquierdo","El Agua en Toledo y su entorno : épocas romana y medieval","",,,"","",2018,"Cuenca","","","","","","","","","","","","","","","","","monographie","",""
7,"","rucquoi2019b","Rucquoi, Adeline","Alexandre Giunta, Les Francos dans la vallée de l’Èbre (XIe-XIIe siècles), Toulouse, Presses Universitaires du Midi, Méridiennes, 2017, 564 p","Cahiers de Civilisation Médiévale",240,bis,"","478–481",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
5,"","rucquoi2019a2","Rucquoi, Adeline","Auctoritas, potestas: Concepts of Power in Medieval Spain","",,,"","51–72",2019,"Leeds","","","Ideology in the Middle Ages, Approaches from Southwestern Europe","","","","Sabaté, Flocel","Arc Humanities Press","","","","","","","","","chap","",""
7,"","rucquoi2019a","Rucquoi, Adeline","La Reconquista, une entreprise pénitentielle","Le Monde",,,"7","76–77",2019,"","Hors-série","","","","","","","","","","","","","","","","vulgarisation","",""
7,"","rucquoi2019a3","Rucquoi, Adeline","Les grandes heures de Notre-Dame du Bourg de Rabastens, catalogue de l’exposition du Musée du Pays Rabastinois, 1 juin - 30 novembre 2018, texte et fiches de Pierre Funk, commisaire, Rabastens, Mairie de Rabastens, 2018, 207 p","Ad Limina",X,,"","183–185",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
5,"","rucquoi2019b2","Rucquoi, Adeline","L’Historia Turpini, Arnaldo de Monte et l’historiographie catalane","",,,"","63–78",2019,"Alessandria","","","L’Historia Turpini in Europa: ricerche e prospettive","","","","Piccat, Marco & Ramello, Laura","Edizioni dell’Orso","","","","","","","","","chap","",""
7,"","rucquoi2019b1","Rucquoi, Adeline","Minorías y saber en la España medieval","Dimensões. Revista de História da Ufes, Brésil",42,,"","22–67",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","rucquoi2019c","Rucquoi, Adeline","Pedro Ansúrez y Rodrigo Díaz de Vivar: una época y dos personajes","",,,"","17–32",2019,"Valladolid","","","Pero Ansúrez. El conde, su época y su memoria","","","","Val Valdivieso, María Isabel & Villanueva Zubizarreta, Olatz","Ayuntamiento de Valladolid","","","","","","","","","chap","",""
