Identifiant 0,Sexe 1,Nom1 2,Nom2 3,Prénom 4,Statut 5,Signature 6,co-auteurs CRH 7,co-auteurs extérieurs 8,Objet 9,Titre 10,Revue 11,Direction 12,livre collectif 13,ouvrage préfacé 14,Dédicataire 15,Dictionnaire 16,Date 17,Lieu 18,Éditeur 19,Collection 20,Série 21,Organisme 22,Langue 23,nombre de pages 24
2791,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,1219 : la catastrophe du Lac d'Oisans,L'Histoire,,,,,,1987,,,,,,français,3
2792,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"L'effondrement du Mont Granier en Savoie (fin 1248). Production, transmission et réception des récits historiques et légendaires (XIIIe-XVIIe siècles)",Le Monde alpin et rhodanien. Revue régionale d'ethnologie,,,,,,1987,,,,,,français,62
2793,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Il seno nel Medioevo tra erotismo e maternità,Storia e dossier,,,,,,1987,,,,,,italien,5
2794,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,1789 : le doyen des Français monte à Paris,L'Histoire,,,,,,1988,,,,,,français,6
2795,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,L'histoire des catastrophes au service de la prévention,Aménagement et nature,,,,,,1988,,,,,,français,3
2796,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Un processo per eresia nella Francia del XIII secolo. Il rogo del Mont-Aimé,Storia e dossier,,,,,,1988,,,,,,italien,4
2797,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"Béziers, 22 juillet 1209 : 'Massacrez-les, car le Seigneur connaît les siens'. Notes sur un mot historique controversé",Etudes sur l'Hérault,,,,,,1988,,,,,,français,8
2798,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,La lactation de Saint Bernard dans un <Vvi>exemplum</Vvi> et une miniature du <Vvi>Ci nous dit</Vvi> (début du XIVe siècle),"Cîteaux, Commentarii cistercienses",,,,,,1988,,,,,,français,15
2799,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,livre,"Saints et damnés. La Bourgogne du Moyen Age dans les récits d'Etienne de Bourbon, inquisiteur (1190-1261)",,,,,,,1989,Dijon,Ed. du Bien Public,,,,français,63
2800,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"Etienne de Bourbon, l'inquisiteur exemplaire",L'Histoire,,,,,,1989,,,,,,français,7
2801,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Le véritable père du 'Petit Chaperon Rouge',L'Histoire,,,,,,1989,,,,,,français,2
2802,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Donne senz'anima. Un pregiudizio anticipato al ledioevo,Storia e dossier,,,,,,1989,,,,,,italien,4
2803,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Exemplum et histoire. Césaire de Heisterbach (v. 1180 v. 1240) et la croisade albigeoise,Bibliothèque de l'Ecole des Chartes,,,,,,1989,,,,,,français,38
2804,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"L'homme au lézard. Une légende bourguignonne du XIIe siècle (Gautier Map, <Vvi>De Nugis curialium</Vvi>, II, 5)",Pays de Bourgogne,,,,,,1989,,,,,,français,3
2805,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,L'auditoire des prédicateurs dans la littérature des 'exempla' (XIIIe-XIVe siècles),Medioevo e Rinascimento,,,,,,1989,,,,,,français,34
2806,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Pouvoirs et contrôle de la croyance : la question de la procréation démoniaque chez Guillaume d'Auvergne (vers 1180-1249),Razo. Cahiers du Centre d'Etudes Médiévales de Nice,,,,,,1989,,,,,,français,23
2807,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,La raison des gestes : pourquoi on prie à genoux,L'Histoire,,,,,,1990,,,,,,français,2
2808,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,livre,Saint Bernard en Bourgogne. Lieux et mémoire,,,,,,,1989,Dijon,Ed. du Bien Public,,,,français,172
2809,m,BERTHE,,Jean-Pierre,Directeur d'études EHESS,1,,,article dans une revue,A l'origine des 'Relations pour la description des Indes' : les documents de 1577,Trace,,,,,,1986,,,,,,français,10
2810,m,BERTHE,,Jean-Pierre,Directeur d'études EHESS,1,,,compte-rendu,Relaciones y Memorias de la Provincia de Michoacan,,,,,,,1985,,,,,,espagnol,4
2811,m,BERTHE,,Jean-Pierre,Directeur d'études EHESS,1,,,article dans une revue,L'Evangile et l'outil : le changement technique dans un village indien du Mexique au XVIe siècle,Techniques et Culture,,,,,,1988,,,,,,français,18
2812,m,BERTHE,,Jean-Pierre,Directeur d'études EHESS,1,,,article dans une revue,Xochimancas. Los trabajos y los dias en una hacienda azucarera de la Nueva Espana del siglo XVII,Estudios Sociales,,,,,,1989,,,,,,espagnol,22
2813,m,BERTHE,,Jean-Pierre,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Les franciscains de la province mexicaine du Saint-Evangile en 1570 : un catalogue de Fray Jeronimo de Mendieta,,,Enquêtes sur l'Amérique moyenne. Mélanges offerts à Guy Stresser-Péan,,Guy Stresser-Péan,,1989,Mexico,CEMCA et INAH,,,,français,22
2814,f,BIQUARD,,Claire,Collaborateur technique EHESS,1,,,thèse,"La lutte de l'Eglise contre les fêtes païennes, les jeux et les divertissements au XVIe et XVIIe siècles (thèse de doctorat de 3e cycle)",,,,,,,1986,,,,,,français,
2815,f,BONNAIN,,Rolande,Maître de conférences EHESS,1,,,article dans une revue,Du confit hier et aujourd'hui,Revue d'Ethnozoologie,,"Les Palmipèdes domestiques,",,,,1987,,,,,,français,12
2816,f,BONNAIN,,Rolande,Maître de conférences EHESS,1,,,article dans une revue,Place et rôle du hasard sur le marché,Ethnologie française,,,,,,1987,,,,,,français,11
2817,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,"L'iconographie d'une épidémie nouvelle, le choléra de 1832",,?,"Littérature, Médecine, Société, Epidémies-Fléaux",,,,1986,Nantes,,,,,français,16
2818,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,2,B.Lepetit,,article de dictionnaire,Histoire et espace,,,,,,"Nouvelle encyclopédie des sciences et des techniques, Espaces, Jeux et enjeux",1986,,,,,,français,10
2819,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,Transitions from Agricultural to Industrial Societies : some Introductory Remarks,Historisch-Sozialwissenschaftliche Forschungen,,,,,,1987,,,,,,anglais,7
2820,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,2,,A. Dodin,livre,Visages du choléra,,,,,,,1987,Paris,Belin,,,,français,
2821,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,2,,J.-Y. Raulot,livre,"Une peur bleue, Histoire du choléra en France",,,,,,,1987,Paris,Payot,,,,français,
2822,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,livre,Peurs et Terreurs face à la contagion,,,,,,,1988,Paris,Fayard,,,,français,
2823,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,Varosi jarvany-e a kolera,Vilagtortenet,,,,,,1988,Budapest,,,,,hongrois,8
2824,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,Contagions d'hier et d'aujourd'hui,"Sciences sociales et Santé, Sociétés à l'épreuve du SIDA",,,,,,1989,,,,,,français,14
2825,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,Vieillissement de la population ou artefact statistique ?,Gérontologie et Société,,,,,,1989,,,,,,français,11
2826,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,Le vieillissement de la population française,L'Histoire,,,,,,1989,,,,,,français,9
2827,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,L'histoire de la médecine est devenue celle des maladies du corps et de la santé,Préfaces,,,,,,1989,,,,,,français,4
2828,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,article dans une revue,"Employés de la Grande Industrie : les dessinateurs du Creusot, formations et carrières (1850-1914)","Histoire, Economie et Société",,,,,,1989,,,,,,français,10
2829,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,livre,La Papesse Jeanne,,,,,,,1988,Paris,Aubier,,,,français,
2830,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,réédition d'un livre,La Papisa Juana,,,,,,,1989,Madrid,EDAF,,,,espagnol,
2831,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,édition de texte,Introduzione,,,,I due corpi del Re, E.K. Kantorowicz,,1989,Turin,Einaudi,,,,italien,16
2832,f,BRABANT,,Eva,Ingénieur d'études CNRS,1,,,introduction,Introduction: L'ami des fous,Le Coq Héron,,,"Mes adieux à la Maison Jaune,",Istvan Hollos,,1986,,,,,,français,
2833,f,BRABANT,,Eva,Ingénieur d'études CNRS,1,,,article dans une revue,Imre Hermann le psychanalyste de la pensée,Synapse,,,,,,1987,,,,,,français,9
2834,f,BRABANT,,Eva,Ingénieur d'études CNRS,1,,,article dans une revue,Portnoy à Budapest,Synapse,,,,,,1987,,,,,,français,9
2835,f,BRABANT,,Eva,Ingénieur d'études CNRS,1,,,article dans une revue,Par-delà le jardin du mage,Le silence noir,,,,,,1988,,,,,,français,
2836,f,BRABANT,,Eva,Ingénieur d'études CNRS,1,,,article dans une revue,Le deuil et le renouveau,Revue Internationale d'Histoire de la Psychanalyse,,,,,,1988,,,,,,français,6
2837,f,BRABANT,,Eva,Ingénieur d'études CNRS,1,,,article dans une revue,En marge du Congrès de Psychanalyse à Budapest,Le Coq Héron,,,,,,1988,,,,,,français,2
2838,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,Mines et métallurgie dans la France ancienne,"Archeologia, Dossier : Archéologie et industrie",,,,,,1986,,,,,,français,5
2839,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans des actes de colloque,Dal bagno pubblico alla cura corporale privata : tracce per una storia sociale dell'intimo,,,Actes du Colloque L'Intime,,,,1985,,,,,,italien,12
2840,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,Marc Bloch revisité,Etudes rurales,,,,,,1986,,,,,,français,4
2841,m,FURET,,François,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Le dialogue posthume d'Edgar Quinet avec Tocqueville à propos de l'Ancien Régime,,,Mélanges offerts à Louis Dumont,,Louis Dumont,,1984,Paris,,,,,français,
2842,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article de dictionnaire,Histoire des Techniques,,,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,2
2843,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article de dictionnaire,Panofsky,,,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,5
2844,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Venezia e la Germania nel Medioevo,,?,Venezia e la Germania,,,,1986,Milan,,,,,italien,15
2845,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,"Segni del potere, segni del valore",Studi Storici,,,,,,1987,,,,,,italien,4
2846,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le prêt sur gages à Padoue et dans le Padouan au milieu du XVe siècle,,G.Cozzi,Gli Ebrei e Venezia,,,,1987,Milan,,,,,français,19
2847,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le fer en Bourgogne à la fin du Moyen Age,,?,Bourgogne Médiévale. La mémoire du sol : vingt ans de recherches archéologiques,,,,1987,Mâcon,Ministère de la culture et conseil régional,,,,français,3
2848,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,Les forges champenoises de la comtesse de Flandre (1372-1404),Annales E.S.C.,,,,,,1987,,,,,,français,31
2849,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,A proposito di società urbane e rurali,Nuova Rivista Storica,,,,,,1988,,,,,,italien,6
2850,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,De la montagne à Venise : les réseaux du bois au XVe siècle,Mélanges de l'Ecole Française de Rome,,,,,,1988,,,,,,français,39
2851,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,Leggende 'welsche' e itinerari slesiani : la prospezione mineraria nel Quattrocento,Quaderni Storici,,,,,,1989,,,,,,italien,32
2852,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,A propos d'une controverse,Le Débat,,,,,,1987,,,,,,français,3
2853,m,MILO,,Daniel,Chef de travaux EHESS,1,,,contribution dans un livre collectif,Les classiques scolaires,,P.Nora,"Les Lieux de mémoire, II - La Nation",,,,1989,Paris,Gallimard,nrf,,,français,46
2854,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,Ville et Etat chez Max Weber,Les Annales de la Recherche Urbaine,,,,,,1988,,,,,,français,10
2855,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans des actes de colloque,Groupe d'immigrants ou minorité religieuse ? Les juifs à Paris au XVIIIe siècle,,,"Actes du Colloque d'Aurillac, 1986, Le Migrant",,,,1986,,,,,,français,18
2856,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans une revue,"Pour une typologie des formes d'organisation domestique de l'Europe moderne, XVIe-XIXe siècles",Annales E.S.C.,,,,,,1986,,,,,,français,18
2857,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans une revue,The formation of the couple,The Journal of Family History,,,,,,1987,,,,,,anglais,18
2858,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans des actes de colloque,Le Paysan français et les funestes secrets,,,Actes du Colloque d'Aurillac Le Paysan,,,,1989,Paris,Edtions Christian,,,,français,20
2859,m,BURGUIERE,,André,Directeur d'études EHESS,2,J.Revel,,direction d'un livre collectif,"Histoire de la France, t.I: l'espace français. T.II: L'Etat et les pourvoirs",,,,,,,1989,Paris,Seuil,,,,français,
2860,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article de dictionnaire,Famille,,Y. Afanassiev et M. Ferro,,,,Dictionnaire de la Glanost : 50 idées qui ébranlèrent le monde,1989,,,,,,français,9
2861,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans une revue,De l'esprit de maison à la famille-souche ou les voies de l'autochtomie,Sociétés,,,,,,1989,,,,,,français,5
2862,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans une revue,Shakai Kagaqu kiki to rekishigaku. Annales no konnichi teki kadai,Shisoh (La Pensée),,,,,,1989,,,,,,japonais,27
2863,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,article dans une revue,De la compréhension en histoire,Annales E.S.C.,,,,,,1990,,,,,,français,14
2864,m,FRIDENSON,,Patrick,Attaché de recherche CNRS,1,,,contribution dans un livre collectif,Die Auswirkungen des sweiten Weltkrieges auf die Französische Arbeiterschaft,,?,Zweiter Weltkrieg und sozialer Wandel,,,,1981,Göttingen,Vandenhoeck und Rupr,,,,allemand,12
2865,m,NORDMAN,,Daniel,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Figures géographiques de la France,,?,Langages de la Révolution (1770-1815),,,,1995,Paris,Klincksieck,,,,français,8
2866,f,CHAPELOT,,Odette,Maître de conférences EHESS,3,,M. Barbier et D. Cailleaux,livre,Carreaux de Pavement du Moyen Age et de la Renaissance,,,,,,,1987,Chaumont / Saint-Dizier,Ed. des musées de  Chaumont et de Saint-Dizier,,,,français,
2867,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les pratiques de l'art,,"Ph. Ariès, vol. dirigé par R. Chartier",Histoire de la vie privée,,,,1986,Paris,Seuil,,,,français,50
2868,m,CHARTIER,,Roger,Directeur d'études EHESS,2,,J. Hébrard,contribution dans un livre collectif,Les imaginaires de la lecture,,H.-J. Martin et R. Chartier,"Histoire de l'Edition Française, t. IV - Le livre concurrencé 1900-1950",,,,1986,Paris,Promodis,,,,français,14
2869,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Espace social et imaginaire social : les intellectuels frustrés au XVIIe siècle,,"D.Julia, J.Revel et D.Julia",Les Universités européennes du XVIe au XVIIIe siècles. Histoire sociale des populations étudiantes,,,,1986,Paris,EHESS,,,,français,16
2870,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Cahiers de doléances,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,3
2871,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Colportage,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,1
2872,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Culture populaire,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,6
2873,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Images,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,3
2874,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Histoire intellectuelle,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,6
2875,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Foucault et les historiens, les historiens et Foucault. Archéologie des discours et généalogie des pratiques : à propos de la Révolution",,"D. Franche, S. Prokhoris, Y. Roussel et R. Rotmann","Au Risque de Foucault,",,,,1997,Paris,Centre Georges Pompidou,,,,français,15
2876,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Livre,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,4
2877,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article de dictionnaire,Histoire parfaite,,A. Burguière,,,,Dictionnaire des Sciences Historiques,1986,Paris,PUF,,,,français,1
2878,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Lectures paysannes. La bibliothèque de l'enquête Grégoire,Dix-Huitième siècle,,,,,,1986,,,,,,français,20
2879,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"Histoire intellectuelle, histoire culturelle",Zmanim,,,,,,1986,,,,,,hébreu,11
2880,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Le prattiche citadine dei prodotti a stampa (secoli XVII-XVIII),Storia Urbana,,,,,,1986,,,,,,italien,31
2881,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,édition de texte,L'amitié de l'histoire,,,,Le temps de l'histoire,Philippe Ariès,,1986,Paris,Seuil,,,,français,23
2882,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Intellektuelle Geschichte und Geschichte der Mentalitäten,Freibeuter,,,,,,1986,,,,,,allemand,10
2883,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Lectures et lecteurs dans la France de l'Ancien Régime,,,,,,,1987,Paris,Seuil,,,,français,
2884,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,The Cultural Uses of Print in Early Modern France,,,,,,,1987,Princeton,Princeton University Press,,,,anglais,
2885,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Textes, imprimés, lectures",,?,Problematicas em Historia Cultural,,,,1987,Porto,"Facultade de letras do Porto, Instituto de cultura portuguesa",,,,français,15
2886,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Lectures et lecteurs populaires de la Renaissance à l'âge classique,,R.Chartier et G.Cavallo,"Histoire de la lecture dans le monde occidental, ibid.,",,,,1997,Paris,Seuil,,,,français,16
2887,m,CHARTIER,,Roger,Directeur d'études EHESS,3,A. Boureau et C. Dauphin,,contribution dans un livre collectif,Secrétaires for the People ? Model Letters of the Ancien Régime: Between Court Literature and Popular Chapbook,,R.Chartier,Correspondence. Models of Letter Writing from the Middle Ages to the Nineteenth Century,,,,1997,Cambridge,Polity Press,,,,anglais,53
2888,m,REVEL,,Jacques,Maître assistant EHESS,1,,,contribution dans un livre collectif,L'Orient d'une culture,,J.-P. Aron,Qu'est-ce que la culture française ?,,,,1975,Paris,,,,,français,
2889,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Le passé composé,Traverses,,,,,,1987,,,,,,français,12
2890,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"Sport, religion et violence. Débat entre A. Ehrenberg, R. Chartier et M. Augé",Esprit,,,,,,1987,,,,,,français,3
2891,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Cultural History. Between Practices and Representations,,,,,,,1988,Cambridge/Ithaca,Polity Press/ Cornell University Press,,,,anglais,
2892,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,Letture e lettori nella Francia di Antico Regime,,,,,,,1988,Torino,G. Einaudi (éd.),,,,italien,
2893,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,A Historia Cultural entre Praticas e Representaçoes,,,,,,,1988,Lisboa,Difel,,,,portugais,
2894,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Frenchness in the History of the Book : From the History of Publishing to the History of Reading,,,,,,,1988,Worcester,American Antiquarian Society,,,,anglais,
2895,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Luigi Einaudi : Between Politics and History,,,,,,,1988,New York,"Cornell University, Western Societies Program",,,,anglais,
2896,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Textes, imprimés, lectures",,M. Poulain,Pour une sociologie de la lecture. Lectures et lecteurs dans la France contemporaine,,,,1988,,,,,,français,18
2897,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Entre littérature et lecture, la culture de l'imprimé",,"G.Smolka-Koerdt, P.M.Spangenberg, D.Tillmann-Bartylla","Der Ursprung von Literatur, Medien, Rollen, Kommunikations-situationen zwischen 1450 und 1650",,,,1988,Munich,W.Fink Verlag,,,,français,13
2898,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'édition française du premier XIXe siècle,,Cl. Galarneau et M. Lemire,Livre et lecture au Québec (1800-1850),,,,1988,,,,,,français,15
2899,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Questions sur l'histoire du sport,,B.Michon,Sciences Sociales et Sports. Etats et perspectives,,,,1988,Strasbourg,"UFR-STAPS, université des sciences humaines de Strasbourg",,,,français,11
2900,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"Autour de l'histoire. Débat avec L. Giard, J. Roman et J. Bollack",Esprit,,,,,,1988,,,,,,français,9
2901,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Pratiques culturelles et représentations,Lichiko,,,,,,1988,,,,,,japonais,28
2902,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,édition de texte,"La Amistad de la Historia, préface",,,,El Tiempo de la Historia,Ph.Ariès,,1988,Buenos Aires,Paidos,,,,espagnol,27
2903,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,La rappresentazione del sociale,,,,,,,1989,Torino,Ballati Boringhieri,,,,italien,
2904,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Die unvollendete Vergangenheit. Geschichte und die Macht der Weltauslegung,,,,,,,1989,Berlin,Verlag Klaus Wagenbach,,,,allemand,158
2905,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,introduction,General Introduction : Print Culture,,R.Chartier,,"The culture of print. Power and the uses of print in early modern Europe, 15th-19th centuries",,,1989,Cambridge,Polity press,,,,anglais,10
2906,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Las practicas de lo escrito,,Ph. Ariès Y.-G. Duby,"Historia de la vide privada, t. 3 - Del Renacimiento a la Ilustracion",,,,1989,,,,,,portugais,50
2907,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,De praktijk van het geschreven woord,,Ph. Ariès en G. Duby,"Geschiedenis van het persoonlijk leven, III - Van de Renaissance tot de Verlichting",,,,1989,,,,,,hollandais,45
2908,m,CHARTIER,,Roger,Directeur d'études EHESS,2,Ch. Jouhaud,,contribution dans un livre collectif,Pratiques historiennes des textes,,Cl. Reichler,L'interprétation des textes,,,,1989,,,,,,français,27
2909,m,NOIRIEL,,Gérard,Directeur d'études EHESS,1,,,contribution dans un livre collectif,French and Foreigners,,P. Nora,Realms of Memory. The Construction of the French Past,,,,1997,New York,Columbia University Press,,,,anglais,37
2910,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Texts, Printings, Readings",,?,The New Cultural History,,,,1989,Berkeley et Los Angeles,University of California Press,,,,anglais,22
2911,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Le monde comme représentation,Annales E.S.C.,,,,,,1989,,,,,,français,16
2912,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Qu'est-ce qu'une discipline ? Luigi Einaudi et l'histoire de l'économie politique,Revue de Synthèse,,,,,,1989,,,,,,français,19
2913,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,De l'histoire du livre à l'histoire de la lecture : les trajectoires françaises,Archives et Bibliothèques de Belgique/Archief-en Bibliotheekwezen in België,,,,,,1989,,,,,,français,29
2914,m,CHARTIER,,Roger,Directeur d'études EHESS,2,D. Roche,,introduction,Introduction : Les livres ont-ils fait la Révolution ?,,,"Actes du colloque Livre et Révolution, Bibliothèque nationale 1987",,,,1989,Paris,Aux amateurs de livres,Mélanges de la Sorbonne,,,français,12
2915,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"Gens à histoires, gens sans histoires",Politix,,,,,,1989,,,,,,français,8
2916,m,CHARTIER,,Roger,Directeur d'études EHESS,2,,P. Bourdieu,article dans une revue,La lecture : une pratique culturelle,Iichiko,,,,,,1989,,,,,,japonais,37
2917,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"Deporte, religion y violencia. Debate entre A. Ehrenberg, R. Chartier Y.-M. Augé",Planeta deporte,,,,,,1989,,,,,,espagnol,9
2918,f,CHASE,,Jane,Ingénieur de recherche CNRS,1,,,article dans une revue,La police des déplacements dans la province de New York au XVIIIe siècle,Revue d'Histoire Moderne et Contemporaine,,,,,,1986,,,,,,français,19
2919,f,CHASE,,Jane,Ingénieur de recherche CNRS,1,,,direction d'un livre collectif,"Géographie du capital marchand aux Amériques, 1760-1860",,,,,,,1987,Paris,EHESS,,,,français,
2920,f,CHASE,,Jane,Ingénieur de recherche CNRS,1,,,article dans une revue,La répartition des immigrants et l'organisation de l'espace au Nord-Est des Etats-Unis en 1813,Annales E.S.C.,,,,,,1988,,,,,,français,24
2921,f,CHASE,,Jane,Ingénieur de recherche CNRS,1,,,article dans une revue,"War on Trade and Trade in War : Stephen Jumel and New York Maritime Commerce, 1795-1819",Bulletin du Centre d'Histoire des Espaces Atlantiques,,,,,,1988,,,,,,anglais,51
